STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,DLY-PRCP-25PCTL,DLY-PRCP-50PCTL,DLY-PRCP-75PCTL,MTD-PRCP-NORMAL,YTD-PRCP-NORMAL,DLY-PRCP-PCTALL-GE001HI,DLY-PRCP-PCTALL-GE010HI,DLY-PRCP-PCTALL-GE050HI,DLY-PRCP-PCTALL-GE100HI,DLY-SNOW-PCTALL-GE001TI,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100101,0.08,0.2,0.46,0.08,0.08,194,88,7,0,159,-2.9,-6.8,2.6,-8.3,-13.9,-14.1,-13.8,-13.1
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100102,0.08,0.2,0.46,0.15,0.15,194,89,7,0,158,-2.9,-6.8,2.6,-8.3,-13.9,-14.1,-13.8,-13.1
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100103,0.08,0.23,0.46,0.23,0.23,195,90,7,0,157,-2.9,-6.9,2.6,-8.3,-13.9,-14.1,-13.8,-13.1
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100104,0.08,0.23,0.46,0.28,0.28,195,90,7,0,156,-2.9,-6.9,2.5,-8.3,-13.9,-14.1,-13.8,-13
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100105,0.08,0.23,0.48,0.36,0.36,195,91,7,0,155,-2.9,-6.9,2.5,-8.3,-13.8,-14.1,-13.9,-13
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100106,0.08,0.23,0.48,0.43,0.43,195,91,8,0,153,-2.9,-7,2.5,-8.3,-13.8,-14.1,-13.9,-13
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100107,0.08,0.23,0.48,0.51,0.51,194,92,8,0,152,-2.9,-7,2.4,-8.3,-13.8,-14.1,-13.9,-12.9
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100108,0.08,0.23,0.48,0.58,0.58,193,92,8,0,150,-2.9,-7.1,2.4,-8.3,-13.8,-14.1,-13.9,-12.9
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100109,0.08,0.23,0.48,0.66,0.66,192,93,8,0,147,-2.9,-7.1,2.4,-8.3,-13.8,-14.1,-13.9,-12.9
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100110,0.08,0.23,0.48,0.71,0.71,192,94,9,0,145,-2.9,-7,2.4,-8.3,-13.8,-14.1,-13.9,-12.9
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100111,0.1,0.23,0.51,0.81,0.81,192,95,9,0,143,-2.9,-7,2.4,-8.3,-13.8,-14.1,-14,-12.9
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100112,0.1,0.23,0.51,0.89,0.89,192,96,10,0,141,-2.9,-7,2.5,-8.3,-13.8,-14.1,-14,-12.8
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100113,0.1,0.25,0.51,0.97,0.97,192,97,10,0,140,-2.9,-6.9,2.5,-8.3,-13.8,-14,-14,-12.8
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100114,0.1,0.25,0.51,1.04,1.04,193,98,11,0,138,-2.9,-6.9,2.6,-8.3,-13.8,-13.9,-14.1,-12.8
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100115,0.1,0.25,0.53,1.12,1.12,194,99,11,0,136,-2.9,-6.8,2.6,-8.3,-13.8,-13.9,-14.1,-12.7
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100116,0.1,0.25,0.53,1.22,1.22,194,100,12,0,134,-2.8,-6.8,2.6,-8.3,-13.8,-13.9,-14,-12.7
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100117,0.1,0.25,0.53,1.3,1.3,195,100,12,0,133,-2.8,-6.7,2.7,-8.4,-13.7,-13.8,-14,-12.6
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100118,0.1,0.25,0.53,1.37,1.37,197,102,13,0,132,-2.8,-6.7,2.7,-8.4,-13.7,-13.8,-14,-12.6
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100119,0.1,0.25,0.53,1.45,1.45,199,103,13,0,131,-2.8,-6.6,2.8,-8.4,-13.6,-13.8,-13.9,-12.5
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100120,0.1,0.25,0.53,1.55,1.55,202,105,14,0,130,-2.8,-6.5,2.9,-8.4,-13.6,-13.7,-13.9,-12.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100121,0.1,0.25,0.53,1.63,1.63,204,106,14,0,130,-2.7,-6.4,2.9,-8.4,-13.6,-13.7,-13.9,-12.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100122,0.1,0.25,0.53,1.7,1.7,207,107,15,0,130,-2.7,-6.3,3.1,-8.4,-13.5,-13.6,-13.8,-12.3
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100123,0.1,0.25,0.53,1.78,1.78,209,109,15,0,130,-2.7,-6.2,3.2,-8.4,-13.4,-13.6,-13.8,-12.2
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100124,0.1,0.25,0.53,1.88,1.88,211,110,15,0,129,-2.6,-6.1,3.2,-8.5,-13.4,-13.6,-13.8,-12.2
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100125,0.1,0.25,0.53,1.98,1.98,214,111,16,0,128,-2.6,-5.9,3.3,-8.5,-13.3,-13.5,-13.7,-12.1
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100126,0.1,0.25,0.53,2.08,2.08,216,112,16,0,127,-2.6,-5.8,3.4,-8.5,-13.3,-13.5,-13.7,-12.1
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100127,0.1,0.25,0.53,2.18,2.18,219,114,16,0,127,-2.5,-5.7,3.6,-8.5,-13.3,-13.4,-13.6,-12
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100128,0.1,0.25,0.53,2.29,2.29,221,115,16,0,126,-2.4,-5.6,3.7,-8.5,-13.2,-13.4,-13.6,-12
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100129,0.1,0.25,0.53,2.39,2.39,222,116,16,0,125,-2.3,-5.5,3.8,-8.5,-13.2,-13.4,-13.6,-11.9
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100130,0.1,0.25,0.53,2.49,2.49,224,117,16,0,124,-2.3,-5.4,3.9,-8.5,-13.2,-13.4,-13.6,-11.9
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100131,0.1,0.25,0.56,2.59,2.59,225,118,16,0,123,-2.2,-5.3,4.1,-8.5,-13.2,-13.4,-13.6,-11.9
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100201,0.1,0.25,0.56,0.13,2.72,226,119,16,0,121,-2.2,-5.2,4.2,-8.4,-13.2,-13.4,-13.5,-11.9
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100202,0.1,0.25,0.56,0.23,2.82,227,120,17,0,119,-2.1,-5.1,4.3,-8.4,-13.2,-13.4,-13.5,-11.9
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100203,0.1,0.25,0.56,0.36,2.95,229,122,16,0,118,-2,-4.9,4.4,-8.4,-13.2,-13.4,-13.5,-11.9
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100204,0.1,0.25,0.56,0.48,3.07,231,123,16,0,116,-1.9,-4.8,4.6,-8.4,-13.2,-13.4,-13.5,-12
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100205,0.1,0.25,0.56,0.61,3.2,233,125,16,0,115,-1.8,-4.8,4.7,-8.3,-13.2,-13.4,-13.5,-12
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100206,0.1,0.25,0.56,0.71,3.3,235,127,16,0,113,-1.7,-4.7,4.8,-8.3,-13.2,-13.4,-13.5,-12.1
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100207,0.1,0.25,0.56,0.84,3.43,237,128,16,0,112,-1.6,-4.6,4.9,-8.2,-13.2,-13.4,-13.4,-12.1
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100208,0.1,0.25,0.56,0.97,3.56,240,130,16,0,111,-1.5,-4.6,5.1,-8.2,-13.3,-13.4,-13.4,-12.1
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100209,0.1,0.25,0.53,1.09,3.68,241,131,15,0,110,-1.4,-4.5,5.2,-8.1,-13.3,-13.4,-13.4,-12.1
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100210,0.1,0.25,0.53,1.22,3.81,243,132,15,0,108,-1.3,-4.4,5.4,-8,-13.3,-13.5,-13.4,-12.2
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100211,0.1,0.25,0.53,1.35,3.94,245,133,15,0,106,-1.2,-4.4,5.5,-7.9,-13.3,-13.5,-13.4,-12.2
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100212,0.1,0.25,0.53,1.47,4.06,247,134,14,0,103,-1.1,-4.4,5.6,-7.8,-13.3,-13.6,-13.4,-12.3
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100213,0.1,0.25,0.53,1.6,4.19,248,134,14,0,101,-0.9,-4.3,5.8,-7.7,-13.3,-13.6,-13.4,-12.3
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100214,0.1,0.25,0.53,1.75,4.34,250,135,14,0,99,-0.8,-4.3,5.9,-7.6,-13.3,-13.6,-13.4,-12.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100215,0.1,0.25,0.53,1.88,4.47,251,135,13,0,97,-0.7,-4.3,6.1,-7.4,-13.4,-13.6,-13.4,-12.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100216,0.1,0.25,0.53,2.03,4.62,251,136,13,0,95,-0.6,-4.3,6.2,-7.3,-13.4,-13.7,-13.4,-12.5
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100217,0.1,0.25,0.53,2.16,4.75,251,136,13,0,92,-0.4,-4.4,6.3,-7.1,-13.5,-13.7,-13.4,-12.6
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100218,0.1,0.25,0.53,2.31,4.9,251,136,12,0,89,-0.3,-4.4,6.4,-6.9,-13.5,-13.7,-13.5,-12.7
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100219,0.1,0.25,0.53,2.46,5.05,251,136,12,0,87,-0.1,-4.4,6.6,-6.8,-13.6,-13.7,-13.5,-12.7
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100220,0.1,0.25,0.53,2.59,5.18,251,137,11,0,84,0,-4.4,6.7,-6.6,-13.6,-13.8,-13.5,-12.8
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100221,0.1,0.25,0.53,2.74,5.33,251,137,11,0,81,0.2,-4.5,6.8,-6.4,-13.7,-13.8,-13.6,-12.8
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100222,0.1,0.25,0.53,2.87,5.46,251,137,11,0,78,0.3,-4.6,6.9,-6.3,-13.7,-13.8,-13.6,-12.9
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100223,0.1,0.25,0.53,3.02,5.61,251,137,10,0,76,0.5,-4.6,7.1,-6.1,-13.7,-13.8,-13.6,-13
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100224,0.1,0.25,0.53,3.15,5.74,250,137,10,0,73,0.6,-4.7,7.2,-5.9,-13.8,-13.9,-13.6,-13.1
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100225,0.1,0.25,0.53,3.28,5.87,250,138,10,0,71,0.8,-4.8,7.3,-5.7,-13.8,-13.9,-13.7,-13.2
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100226,0.1,0.25,0.51,3.43,6.02,250,138,10,0,68,0.9,-4.8,7.4,-5.5,-13.9,-13.9,-13.7,-13.2
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100227,0.1,0.25,0.51,3.56,6.15,250,138,10,0,66,1.1,-4.9,7.6,-5.3,-13.9,-13.9,-13.7,-13.3
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100228,0.1,0.25,0.51,3.68,6.27,251,138,10,0,63,1.3,-5,7.7,-5.1,-14,-13.9,-13.7,-13.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100301,0.1,0.25,0.51,0.1,6.38,253,139,9,0,59,1.4,-5.1,7.8,-4.9,-14,-14,-13.7,-13.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100302,0.1,0.25,0.51,0.2,6.48,254,139,9,0,58,1.6,-5.1,7.9,-4.7,-14.1,-14,-13.7,-13.5
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100303,0.1,0.25,0.51,0.3,6.58,255,139,9,0,56,1.8,-5.2,8.1,-4.5,-14.1,-14,-13.7,-13.6
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100304,0.1,0.25,0.51,0.38,6.65,255,139,9,0,55,1.9,-5.2,8.2,-4.3,-14.1,-14,-13.7,-13.7
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100305,0.1,0.25,0.51,0.48,6.76,256,138,8,0,53,2.1,-5.3,8.3,-4.1,-14.1,-14,-13.7,-13.7
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100306,0.1,0.25,0.51,0.58,6.86,256,138,8,0,52,2.3,-5.3,8.5,-3.9,-14.2,-14,-13.7,-13.8
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100307,0.1,0.25,0.51,0.69,6.96,256,138,8,0,50,2.4,-5.4,8.6,-3.7,-14.2,-14,-13.7,-13.8
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100308,0.1,0.25,0.51,0.76,7.04,256,138,8,0,48,2.6,-5.4,8.8,-3.6,-14.2,-14,-13.6,-13.9
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100309,0.1,0.25,0.51,0.86,7.14,257,138,8,0,46,2.8,-5.5,8.9,-3.3,-14.3,-14,-13.6,-13.9
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100310,0.1,0.25,0.51,0.97,7.24,257,137,9,0,45,2.9,-5.5,9.1,-3.2,-14.3,-14,-13.6,-14.1
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100311,0.1,0.25,0.51,1.07,7.34,257,138,8,0,44,3.1,-5.5,9.3,-3,-14.3,-14,-13.6,-14.1
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100312,0.1,0.25,0.51,1.14,7.42,258,138,8,0,43,3.3,-5.5,9.4,-2.8,-14.3,-14,-13.6,-14.2
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100313,0.1,0.25,0.51,1.24,7.52,258,138,8,0,41,3.5,-5.5,9.6,-2.7,-14.4,-14,-13.6,-14.2
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100314,0.1,0.25,0.51,1.35,7.62,258,138,8,0,40,3.7,-5.5,9.8,-2.5,-14.4,-13.9,-13.6,-14.3
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100315,0.1,0.25,0.51,1.42,7.7,258,139,9,0,39,3.8,-5.5,9.9,-2.3,-14.4,-13.9,-13.6,-14.3
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100316,0.13,0.25,0.51,1.52,7.8,258,139,9,0,37,4,-5.4,10.2,-2.2,-14.4,-13.9,-13.6,-14.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100317,0.13,0.25,0.51,1.63,7.9,258,139,9,0,36,4.2,-5.4,10.3,-2.1,-14.4,-13.9,-13.5,-14.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100318,0.13,0.25,0.51,1.7,7.98,257,139,9,0,35,4.3,-5.3,10.6,-1.9,-14.4,-13.9,-13.5,-14.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100319,0.13,0.25,0.51,1.8,8.08,257,139,9,0,34,4.5,-5.3,10.7,-1.8,-14.4,-13.8,-13.5,-14.5
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100320,0.13,0.25,0.51,1.9,8.18,256,139,9,0,33,4.7,-5.2,10.9,-1.6,-14.5,-13.8,-13.4,-14.6
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100321,0.13,0.25,0.51,1.98,8.25,256,140,9,0,32,4.8,-5.1,11.2,-1.5,-14.5,-13.8,-13.4,-14.6
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100322,0.13,0.25,0.51,2.08,8.36,256,140,10,0,31,5,-5,11.4,-1.4,-14.5,-13.8,-13.4,-14.6
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100323,0.13,0.25,0.51,2.18,8.46,255,140,10,0,31,5.2,-4.9,11.6,-1.3,-14.5,-13.7,-13.3,-14.6
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100324,0.13,0.25,0.51,2.29,8.56,256,141,10,0,30,5.3,-4.8,11.8,-1.2,-14.5,-13.7,-13.3,-14.7
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100325,0.13,0.25,0.51,2.39,8.66,256,142,10,0,30,5.5,-4.7,12.1,-1.1,-14.5,-13.7,-13.3,-14.7
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100326,0.13,0.25,0.51,2.46,8.74,256,142,10,0,29,5.7,-4.5,12.3,-1,-14.5,-13.6,-13.2,-14.7
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100327,0.13,0.25,0.51,2.57,8.84,257,143,10,0,29,5.8,-4.4,12.5,-0.9,-14.5,-13.6,-13.2,-14.7
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100328,0.13,0.25,0.51,2.67,8.94,257,144,10,0,28,6,-4.2,12.7,-0.8,-14.4,-13.5,-13.2,-14.7
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100329,0.13,0.25,0.51,2.77,9.04,256,144,11,0,28,6.2,-4.1,13,-0.7,-14.4,-13.5,-13.1,-14.7
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100330,0.13,0.25,0.53,2.84,9.12,256,145,11,0,27,6.3,-3.9,13.2,-0.6,-14.4,-13.4,-13.1,-14.7
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100331,0.13,0.25,0.53,2.95,9.22,256,145,11,0,26,6.4,-3.8,13.4,-0.6,-14.4,-13.4,-13.1,-14.7
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100401,0.13,0.25,0.53,0.1,9.32,255,146,12,0,26,6.6,-3.6,13.7,-0.4,-14.4,-13.4,-13,-14.7
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100402,0.13,0.25,0.53,0.2,9.42,255,146,12,0,25,6.8,-3.4,13.9,-0.4,-14.4,-13.3,-13,-14.6
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100403,0.13,0.25,0.53,0.3,9.53,255,147,12,0,24,6.9,-3.3,14.2,-0.3,-14.4,-13.3,-12.9,-14.6
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100404,0.13,0.28,0.53,0.41,9.63,255,148,13,0,23,7.1,-3.2,14.4,-0.2,-14.3,-13.3,-12.9,-14.6
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100405,0.13,0.28,0.53,0.53,9.75,255,148,13,0,22,7.3,-3,14.7,-0.1,-14.3,-13.2,-12.9,-14.6
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100406,0.13,0.28,0.53,0.64,9.86,255,149,13,0,22,7.4,-2.8,14.9,-0.1,-14.3,-13.2,-12.9,-14.6
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100407,0.13,0.28,0.53,0.74,9.96,255,150,14,0,21,7.6,-2.7,15.1,0.1,-14.3,-13.2,-12.8,-14.6
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100408,0.13,0.28,0.53,0.84,10.06,255,151,14,0,20,7.7,-2.6,15.3,0.1,-14.3,-13.1,-12.8,-14.5
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100409,0.13,0.28,0.53,0.97,10.19,255,152,14,0,20,7.9,-2.4,15.6,0.2,-14.2,-13.1,-12.8,-14.5
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100410,0.13,0.28,0.53,1.07,10.29,255,152,15,0,19,8.1,-2.3,15.8,0.3,-14.2,-13.1,-12.8,-14.5
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100411,0.13,0.28,0.53,1.17,10.39,255,153,15,0,18,8.2,-2.2,16,0.4,-14.2,-13.1,-12.7,-14.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100412,0.13,0.28,0.56,1.3,10.52,255,154,15,0,17,8.3,-2.1,16.2,0.5,-14.2,-13,-12.7,-14.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100413,0.13,0.28,0.56,1.42,10.64,255,154,16,-9999,17,8.5,-1.9,16.4,0.6,-14.2,-13,-12.7,-14.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100414,0.13,0.28,0.56,1.52,10.74,256,155,16,-9999,16,8.7,-1.8,16.6,0.7,-14.2,-13,-12.7,-14.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100415,0.13,0.28,0.56,1.65,10.87,257,156,17,-9999,15,8.8,-1.8,16.8,0.8,-14.2,-12.9,-12.7,-14.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100416,0.13,0.28,0.56,1.75,10.97,257,156,17,-9999,15,8.9,-1.7,17,0.9,-14.2,-12.9,-12.7,-14.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100417,0.13,0.28,0.56,1.88,11.1,259,157,18,-9999,14,9.1,-1.6,17.2,1.1,-14.2,-12.9,-12.7,-14.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100418,0.13,0.28,0.56,1.98,11.2,261,158,18,-9999,14,9.3,-1.6,17.4,1.2,-14.2,-12.9,-12.6,-14.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100419,0.13,0.3,0.56,2.11,11.33,262,159,18,-9999,13,9.4,-1.5,17.6,1.3,-14.2,-12.9,-12.6,-14.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100420,0.13,0.3,0.56,2.24,11.46,263,159,19,-9999,13,9.6,-1.5,17.7,1.4,-14.2,-12.9,-12.6,-14.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100421,0.13,0.3,0.56,2.36,11.58,264,160,19,-9999,12,9.7,-1.4,17.9,1.6,-14.2,-12.9,-12.6,-14.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100422,0.13,0.3,0.56,2.49,11.71,265,160,19,-9999,11,9.8,-1.4,18,1.7,-14.1,-12.9,-12.6,-14.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100423,0.13,0.3,0.56,2.62,11.84,265,159,20,-9999,10,10,-1.4,18.2,1.8,-14.1,-12.9,-12.6,-14.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100424,0.13,0.3,0.56,2.72,11.94,265,159,20,-9999,9,10.2,-1.4,18.3,1.9,-14.1,-12.9,-12.6,-14.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100425,0.13,0.3,0.56,2.84,12.07,266,159,21,-9999,9,10.3,-1.4,18.4,2.1,-14.1,-12.9,-12.6,-14.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100426,0.13,0.3,0.56,2.97,12.19,266,158,21,-9999,8,10.4,-1.4,18.6,2.3,-14.1,-12.9,-12.6,-14.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100427,0.13,0.3,0.56,3.12,12.34,265,158,21,-9999,7,10.6,-1.4,18.7,2.4,-14.1,-12.9,-12.5,-14.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100428,0.13,0.3,0.56,3.25,12.47,265,157,21,-9999,6,10.7,-1.5,18.9,2.6,-14.1,-12.9,-12.5,-14.4
GHCND:USC00428973,UTAH LAKE LEHI UT US,1370.7,40.3597,-111.8972,20100429,0.13,0.3,0.56,3.38,12.6,265,157,21,-9999,6,10.9,-1.5,19,2.7,-14.1,-12.9,-12.5,-14.4
